13163,ACTIVE (ISSUED),421562,"8 BALL BARRISTER, LLC",3833 PACIFIC AVE STE 3-C,TACOMA,98418,Retailer,0,47.222034,-122.433429
13057,ACTIVE (ISSUED),417398,GREEN BLUFF GREENHOUSE,18102 N DAY MT SPOKANE RD  #3,MEAD,99021,Producer and/or Processor,75749.7,47.794004,-117.294238
13164,ACTIVE (ISSUED),421568,YUKI'S,1717 NE ANDRESEN RD,VANCOUVER,98661,Retailer,0,45.636331,-122.599656
13058,PENDING (ISSUED),417443,SPENCER FARM,2345 MCELDOWNEY RD STE 1,MALAGA,98828,Producer and/or Processor,71599.06,47.373097,-120.242706
13165,ACTIVE (ISSUED),421616,"SWEET, EH?",100 E MAPLE ST STE A,BELLINGHAM,98225,Retailer,0,48.747408,-122.482271
13059,PENDING (ISSUED),417460,HENDERSON DISTRIBUTION,3608 E OLIVE AVE,SPOKANE,99202,Producer and/or Processor,1262823.07,47.661732,-117.357
13060,ACTIVE (ISSUED),417469,TOP SHELF CANNABIS,4712 PACIFIC HWY,BELLINGHAM,98226,Retailer,35399.25,48.812408,-122.541478
13166,ACTIVE (ISSUED),421618,ESHO FUNI LLC,8401 AURORA AVE. N. STE A,SEATTLE,98103,Retailer,0,47.690193,-122.344977
13167,ACTIVE (ISSUED),421619,EPHEMERAL TOAST,8401 AURORA AVE N STE F,SEATTLE,98103,Retailer,0,47.690193,-122.344977
13061,ACTIVE (ISSUED),417471,NATURAL BLESSING,12811 CANYON ROAD EAST  STE 3,PUYALLUP,98373,Retailer,0,47.139198,-122.356474
13168,ACTIVE (ISSUED),421630,CANNABIS PROVISIONS INC. MUKILTEO,11811 MUKILTEO SPEEDWAY,MUKILTEO,98275,Retailer,0,47.891511,-122.285936
13062,PENDING (ISSUED),417482,CRESCENT VALLEY FARMS,830 HIGHWAY 7      STE A,TONASKET,98855,Producer and/or Processor,0,48.704499,-119.439348
13169,ACTIVE (ISSUED),421632,MARIJUANA DEPOT,1123 SLEATER KINNEY RD SE,LACEY,98503,Retailer,0,47.037392,-122.834102
13063,PENDING (ISSUED),417496,EVERGREEN FOREST,166 BENSON CREEK RD STE F,TWISP,98856,Producer and/or Processor,59004.66,48.302292,-120.028955
13170,ACTIVE (ISSUED),421642,"PABLO & CO., LLC",8529 52ND ST SE,SNOHOMISH,98290,Retailer,0,47.949394,-122.117286
13064,ACTIVE (ISSUED),417498,ODO,1111 W 1ST AVE  STE B,SPOKANE,99201,Producer and/or Processor,17645,47.656259,-117.428818
13171,ACTIVE (ISSUED),421652,ANACORTES NATURAL MEDICINE,7656 STATE ROUTE 20 UNIT A,ANACORTES,98221,Retailer,28290.53,48.4989,-122.6073
13065,ACTIVE (ISSUED),417511,WHIDBEY ISLAND CANNABIS CO.,5826 S KRAMER RD,LANGLEY,98260,Retailer,1574608.83,47.99899,-122.456132
13172,ACTIVE (ISSUED),421658,THE WASHINGTON STATE CANNABIS GROUP,8606 PRESTON FALL CITY RD SE,PRESTON,98050,Retailer,0,47.532563,-121.925654
13066,ACTIVE (ISSUED),417513,LIT FUSE NURSERY,9444 LUNDEEN RD SW STE A,ROCHESTER,98579,Producer and/or Processor,20659.24,46.785727,-123.0805
13173,ACTIVE (ISSUED),421667,GREEN LADY EVERETT,14221 LAKE ROAD,LYNNWOOD,98087,Retailer,0,47.869021,-122.278503
13067,PENDING (ISSUED),417526,G-7 GROW,18514 RD 8 NW,QUINCY,98848,Producer and/or Processor,397807.98,47.203942,-119.886105
13174,ACTIVE (ISSUED),421695,STAR INTERNATIONAL RETAIL,11042 1ST AVENUE S,SEATTLE,98168,Retailer,49991.57,47.503972,-122.333197
13068,ACTIVE (ISSUED),417571,GREEN FIRE PRODUCTION,17831 59TH AVE NE,ARLINGTON,98223,Producer and/or Processor,3696167.69,48.157445,-122.150933
13175,ACTIVE (ISSUED),421698,NEXT STEPS,2804 E 30TH AVE,SPOKANE,99223,Retailer,0,47.6272,-117.369848
13069,ACTIVE (ISSUED),417586,PREMIUM CREATIONS,5805 E SHARPE AVE STE 2,SPOKANE VALLEY,99212,Producer and/or Processor,428003.57,47.668767,-117.326824
13176,ACTIVE (ISSUED),421702,HIGH-5 CANNABIS,6511 NE 137TH AVE,VANCOUVER,98682,Retailer,479269.33,45.670506,-122.530658
13070,ACTIVE (ISSUED),417643,KALEAFA,33858 SR 20 STE 102,OAK HARBOR,98277,Retailer,2985681.34,48.316148,-122.632201
13071,ACTIVE (ISSUED),417698,RAVEN,600 RONLEE LN NW BLDG B2,OLYMPIA,98502,Producer and/or Processor,785732.66,47.0508,-122.995171
13177,ACTIVE (ISSUED),421707,THE GRASSHOPPER CANNABIS DEPOT,1401 IOWA ST,BELLINGHAM,98229,Retailer,0,48.756532,-122.456195
13072,ACTIVE (ISSUED),417735,KUSH COMFORT FARMS,213 N STONE ST,SPOKANE,99202,Producer and/or Processor,126958.26,47.659788,-117.377149
13178,ACTIVE (ISSUED),421708,FREMONT GARDENS,316 N 36TH ST STE B,SEATTLE,98103,Retailer,370669.76,47.652545,-122.354706
13073,ACTIVE (ISSUED),417763,ROCKY BROOK RANCH,71 MUSTANG LN AREA C,BRINNON,98320,Producer and/or Processor,0,47.702545,-122.924291
13179,ACTIVE (ISSUED),421726,HIGH 502,429 STATE HIGHWAY 506,TOLEDO,98591,Retailer,0,46.418182,-122.891562
13180,ACTIVE (ISSUED),421737,ALL SPARK,1625 CENTER ST STE A,TACOMA,98409,Retailer,0,47.234241,-122.45624
13074,ACTIVE (ISSUED),417794,FIREWEED FARMS,133302 W JOHNSON RD STE B,PROSSER,99350,Producer and/or Processor,727560.97,46.228966,-119.77421
13181,ACTIVE (ISSUED),421755,A GREEN LIFE,9625 15TH AVE SW,SEATTLE,98106,Retailer,0,47.516615,-122.354341
13075,ACTIVE (ISSUED),417880,LEGAL MARIJUANA SUPERSTORE,3610 BETHEL RD SE,PORT ORCHARD,98367,Retailer,166943.32,47.514503,-122.631393
13182,ACTIVE (ISSUED),421757,"8 BALL BARRISTER, LLC",113 HOWERTON AVE,ILWACO,98624,Retailer,0,46.305416,-124.042016
13076,ACTIVE (ISSUED),417891,MR WHOLESALE,2219 A N RAMBO RD,SPOKANE,99224,Producer and/or Processor,1.98,47.677775,-117.627969
13077,ACTIVE (ISSUED),417949,ORIGINS CANNABIS,9823 15TH AVE SW,SEATTLE,98106,Retailer,0,47.514876,-122.35433
13183,PENDING (ISSUED),421759,GREEN TOKEN CANNABIS,430 CARPENTER RD SE,LACEY,98503,Retailer,0,47.047978,-122.796079
13184,ACTIVE (ISSUED),421766,NW CONNOISSEURS,46 HOPE LANE,EASTSOUND,98245,Producer and/or Processor,1175,48.702718,-122.915982
13078,ACTIVE (ISSUED),417950,GREEN BROTHERS FARMS,7713 SKOOKUMCHUCK RD SE,TENINO,98589,Producer and/or Processor,241077.42,46.79447,-122.779187
13185,ACTIVE (ISSUED),421786,THE 420 GRASS STATION,6131 CAPITOL BLVD S SUITE B,TUMWATER,98501,Retailer,0,46.993557,-122.908107
13079,ACTIVE (ISSUED),418021,METHOW VALLEY NURSERY,28 HORIZON FLATS RD #B,WINTHROP,98862,Producer and/or Processor,158787.2,48.476221,-120.181254
13186,ACTIVE (ISSUED),421789,MAIN STREET MARIJUANA LONGVIEW,945 WASHINGTON WAY STE 121,LONGVIEW,98632,Retailer,409111.67,46.143605,-122.928206
13080,ACTIVE (ISSUED),418185,CALVIN'S BEST,3190 BELL RD,MOSES LAKE,98837,Producer and/or Processor,28984,47.134741,-119.238352
13081,ACTIVE (ISSUED),418295,CELSS MICRO FARMS,68705 N 132 PR NE,BENTON CITY,99320,Producer and/or Processor,114318.37,46.313578,-119.467081
13187,ACTIVE (ISSUED),421796,EVERGRIN,8972 FROST RD STE B,SUMAS,98295,Producer and/or Processor,0,48.967256,-122.184891
13082,ACTIVE (ISSUED),418297,CANNA NORTHWEST,4429 NORTHPORT-WANETA RD,COLVILLE,99114,Producer and/or Processor,0,48.929981,-117.756197
13188,ACTIVE (ISSUED),421797,420 DOWNTOWN,23694 HIGHWAY 3 STE A,BELFAIR,98528,Retailer,0,47.444164,-122.867043
13083,PENDING (ISSUED),418322,BOTANICAL SOLUTIONS,3301 1ST AVE S,SEATTLE,98134,Producer and/or Processor,138332.8,47.574043,-122.334706
13189,ACTIVE (ISSUED),421805,MAIN STREET MARIJUANA EAST,16219 SE 12TH ST  STE 104,VANCOUVER,98683,Retailer,251885.38,45.611682,-122.505526
13084,ACTIVE (ISSUED),418372,MAJICO,17605 N TIMBERLANE CIR,MEAD,99021,Producer and/or Processor,1916,47.817186,-117.191222
13190,ACTIVE (ISSUED),421812,LIVING WELL ENTERPRISES,18850 103RD AVE SW UNIT 103,VASHON,98070,Retailer,0,47.435157,-122.464535
13085,ACTIVE (ISSUED),418408,FLYING DUTCHMAN FARMS,251 GARLOCK RD STE B,CASTLE ROCK,98611,Producer and/or Processor,111654.61,46.259374,-122.965137
13191,ACTIVE (ISSUED),421826,LIVING WELL ENTERPRISES LLC,18850 103RD AVE SW UNIT 105,VASHON,98070,Retailer,0,47.435157,-122.464535
13086,ACTIVE (ISSUED),418443,WASHINGTON SOURCE,1120 S FAIRCHILD ST #A,MEDICAL LAKE,99202,Producer and/or Processor,0,47.657108,-117.377255
13192,ACTIVE (ISSUED),421873,SUN GROWN ORGANIX,9929 AIRPORT WAY UNIT 1,SNOHOMISH,98296,Producer and/or Processor,57994.12,47.906254,-122.097529
13087,ACTIVE (ISSUED),418524,EVERGREEN HYDRO FARMS,3169 B GOLDIE RD,OAK HARBOR,98277,Producer and/or Processor,922988.92,48.324569,-122.648719
13193,ACTIVE (ISSUED),421876,RAINIER CANNABIS,17547 15TH AVE NE,SHORELINE,98155,Retailer,113122.47,47.757101,-122.314226
13088,ACTIVE (ISSUED),418743,THE CASCADE GNOME,11056 NEPPEL RD NE,MOSES LAKE,98837,Producer and/or Processor,5450.8,47.126359,-119.296146
13194,ACTIVE (ISSUED),421877,PACIFIC NORTHWEST GREEN LEAF,6733 STATE HWY 303 NE,BREMERTON,98311,Retailer,0,47.623904,-122.628956
13089,ACTIVE (ISSUED),418910,GLENS PLANT FARM,26901 15TH AVE NE  BLDG 1,ARLINGTON,98223,Producer and/or Processor,223995.07,48.239977,-122.209387
13195,ACTIVE (ISSUED),421900,GYPSY GREEN,1570 N NATIONAL AVE SUITE 105,CHEHALIS,98532,Retailer,227556.58,46.675552,-122.9679
13196,ACTIVE (ISSUED),421918,HERBAL ACCESS RETAIL,8962 BEAVER VALLEY RD,CHIMACUM,98325,Retailer,13315.83,48.010493,-122.766416
13090,ACTIVE (ISSUED),418921,CORDUS,28503 W ORCUTT RD,BENTON CITY,99320,Producer and/or Processor,253470.24,46.316381,-119.549736
13197,ACTIVE (ISSUED),421941,GREEN HAVEN LLC,1311 STATE ROUTE 530 NE,DARRINGTON,98241,Producer and/or Processor,63674,48.258864,-121.602051
13091,ACTIVE (ISSUED),419100,SKAGIT AGRICULTURE,8531 POSTMA RD  STE C,MOXEE,98936,Producer and/or Processor,94300.23,46.562617,-120.388012
13198,ACTIVE (ISSUED),421995,A GREEN LIFE,9823 15TH AVE SW UNIT D2,SEATTLE,98106,Retailer,0,47.514876,-122.35433
13092,ACTIVE (ISSUED),419128,GROWING LIKE A WEED,3623 E PRINCETON AVE,SPOKANE,99217,Producer and/or Processor,249191.22,47.699676,-117.356327
13199,ACTIVE (ISSUED),422012,KING CRONIC,20639 OLD HIGHWAY 99 SW UNIT B,CENTRALIA,98531,Retailer,38803.75,46.723564,-122.958491
13093,ACTIVE (ISSUED),419136,J D,236 140TH AVE SW STE B,TENINO,98589,Producer and/or Processor,4825.34,46.887278,-122.913798
13200,ACTIVE (ISSUED),422027,MARIJUANA DEPOT,404 AUBURN WAY S STE 100,AUBURN,98002,Retailer,0,47.304134,-122.225598
13094,ACTIVE (ISSUED),419152,FOOTPRINT BIOSCIENCES,6424 210TH AVE SW,CENTRALIA,98531,Producer and/or Processor,920,46.784089,-123.018726
13201,ACTIVE (ISSUED),422037,THE GRASSHOPPER CANNABIS DEPOT,20291 SR 20 UNIT 2,BURLINGTON,94140,Retailer,0,37.7578,-122.412697
13095,ACTIVE (ISSUED),419395,LANDRACE,5845 192N LN SW,ROCHESTER,98579,Producer and/or Processor,318365.25,46.824952,-123.052537
13202,PENDING (ISSUED),422044,A GREENER TODAY RECREATIONAL,19315 BOTHELL EVERETT HWY #1,BOTHELL,98012,Retailer,0,47.822619,-122.206447
13096,ACTIVE (ISSUED),419454,COLUMBIA GROWN,99 GREENACRES RD,RIVERSIDE,98849,Producer and/or Processor,11395,48.468561,-119.527083
13203,ACTIVE (ISSUED),422057,HASH WAY RECREATIONAL,17410 ASH WAY SUITE 4,LYNNWOOD,98037,Retailer,0,47.839255,-122.270932
13097,ACTIVE (ISSUED),419455,NEWDAY GROWERY,15137 TURNER RD SE STE A,RAINIER,98576,Producer and/or Processor,0,46.870475,-122.730433
13204,ACTIVE (ISSUED),422073,21+ RECREATIONAL MARIJUANA,3598 BETHEL RD SE,PORT ORCHARD,98366,Retailer,0,47.514295,-122.631402
13098,ACTIVE (ISSUED),419456,MAYFLOWER PARTNERS,1721 W VALLEY HWY   #107,AUBURN,98001,Producer and/or Processor,0,47.324385,-122.249921
13205,ACTIVE (ISSUED),422094,THC EXPRESS,26121 CALVARY LN BLDG A4,KINGSTON,98346,Producer and/or Processor,0,47.801097,-122.578783
13099,ACTIVE (ISSUED),419494,CANNABIS NORTHWEST,2405 50TH AVE SW,TUMWATER,98512,Producer and/or Processor,0.02,47.002941,-122.934526
13206,ACTIVE (ISSUED),422103,GREENHAND,1640 NE GOLDIE ST    STE B,OAK HARBOR,98277,Retailer,0,48.302951,-122.640714
13100,ACTIVE (ISSUED),419553,ANANDA WASHINGTON,5845 192ND AVE SW STE 101,ROCHESTER,98579,Producer and/or Processor,0,46.824952,-123.052537
13207,ACTIVE (ISSUED),422109,PUGET SOUND MARIJUANA,14608 HWY 99 SUITE #304,LYNNWOOD,98087,Retailer,59563.53,47.87263,-122.270929
13101,PENDING (ISSUED),419640,MARIJUANA MART,6039 SW 197TH AVE,ROCHESTER,98579,Retailer,1280705.38,46.803278,-123.010258
13208,ACTIVE (ISSUED),422138,"PABLO & CO., LLC",5602 STATE ROUTE 270 STE B,PULLMAN,99163,Retailer,0,46.765515,-117.1919
13102,ACTIVE (ISSUED),419690,CLARITY FARMS,1199 W CUNNINGHAM RD,OTHELLO,99344,Producer and/or Processor,8.89,46.819036,-119.168555
13209,ACTIVE (ISSUED),422146,SPOKANE GREEN LEAF,9107 N COUNTRY HOMES BLVD,SPOKANE,99218,Retailer,1063013.78,47.74019,-117.414151
13103,ACTIVE (ISSUED),419691,BC TL,1824 RD N NE UNIT 4,MOSES LAKE,98837,Producer and/or Processor,67062.01,47.126359,-119.296146
13210,ACTIVE (ISSUED),422158,AARDVARK REEFEROLOGY,8312 E MILL PLAIN BLVD,VANCOUVER,98664,Retailer,100488.85,45.623884,-122.586345
13104,ACTIVE (ISSUED),419740,BMB,4380 KAWECKI RD STE E,MALAGA,98828,Producer and/or Processor,0,47.35305,-120.205699
13211,ACTIVE (ISSUED),422166,THE GRASSHOPPER CANNABIS DEPOT,20291 STATE ROUTE 20 UNIT C,BURLINGTON,98223,Retailer,0,48.1818,-121.97964
13105,ACTIVE (ISSUED),419759,HERBAL E SCENTS,1040 NORTH HIGHWAY,COLVILLE,99114,Retailer,1328334.94,48.557611,-117.924391
13212,ACTIVE (ISSUED),422168,GOLD BAR MARIJUANA,16810 415TH AVE SE UNIT A2,GOLD BAR,98251,Retailer,20602.43,47.830143,-121.627916
13106,ACTIVE (ISSUED),419833,ALTO BUDDHA,18800 BEAVER VALLEY RD,LEAVENWORTH,98826,Producer and/or Processor,0,47.59632,-120.66018
13213,ACTIVE (ISSUED),422175,AUDYSEA LLC,5703 OLYMPIC HWY,ABERDEEN,98520,Retailer,0,46.971854,-123.71569
13107,ACTIVE (ISSUED),419943,PAMS PLANTS,421 CHESAW RD   STE B,OROVILLE,98844,Producer and/or Processor,0,48.950886,-119.355752
13108,PENDING (ISSUED),419959,"KLARITIE FARMS, INC.",1967 HIGHWAY 395 S,CHEWELAH,99109,Producer and/or Processor,233386.57,48.290382,-117.732121
13214,PENDING (ISSUED),422202,BLOWIN SMOKE,1967 HIGHWAY 395 S STE C,CHEWELAH,99109,Retailer,75498.78,48.290382,-117.73212
13109,ACTIVE (ISSUED),419969,CANNAMAN FARMS,6212 NE 152ND AVE,VANCOUVER,98682,Producer and/or Processor,229784.9,45.667997,-122.517095
13215,ACTIVE (ISSUED),422218,HIGHER LEAF MARIJUANA BOUTIQUE,12525 WILLOWS RD NE STE 10,KIRKLAND,98034,Retailer,1726945.09,47.712945,-122.154503
13216,ACTIVE (ISSUED),422227,SEVEN BLADES NORTHWEST,3703 E BROAD AVE,SPOKANE,99217,Producer and/or Processor,0,47.702145,-117.355867
13110,ACTIVE (ISSUED),420031,"FARMERS DISTRIBUTORS-WA, INC",3801 S PUGET SOUND AVE,TACOMA,98409,Producer and/or Processor,391473.84,47.222299,-122.481563
13111,ACTIVE (ISSUED),420123,CANNABIS COAST,193161 HWY 101,FORKS,98331,Retailer,246007.06,47.92578,-124.4544
13217,ACTIVE (ISSUED),422251,SWEETEST RELIEF,22834 PACIFIC HWY S,DES MOINES,98198,Retailer,0,47.396609,-122.295029
13112,ACTIVE (ISSUED),420213,DOWNTOWN CANNABIS COMPANY,612 S ALASKA ST,SEATTLE,98108,Producer and/or Processor,696426.06,47.561299,-122.326365
13218,PENDING (ISSUED),422257,PINNACLE NW,500 E EXPORT ROAD,SHELTON,98584,Producer and/or Processor,28182.49,47.202699,-123.098863
13219,ACTIVE (ISSUED),422278,LOVELY BUDS,4107 E SPRAGUE AVE,SPOKANE,99202,Retailer,5237.56,47.657544,-117.349587
13113,ACTIVE (ISSUED),420287,CARSON UNLIMITED,6481 PORTAL WAY,FERNDALE,98248,Producer and/or Processor,12026.25,48.876644,-122.584994
13114,PENDING (ISSUED),420291,HERBAN LEGENDS,55 BELL ST STE 100,SEATTLE,98121,Retailer,422891.26,47.612221,-122.347673
13220,ACTIVE (ISSUED),422298,MARI MART,24090 NE STATE ROUTE 3 STE I,BELFAIR,98528,Retailer,432.46,47.444164,-122.867043
13115,ACTIVE (ISSUED),420292,THE SOURCE,5300 17TH AVE NW,SEATTLE,98107,Retailer,0,47.667394,-122.378548
13221,ACTIVE (ISSUED),422323,URBAN FARMS OF WASHINGTON,24 THAYER SOUTH RD  STE A,OROVILLE,98844,Producer and/or Processor,0,48.834306,-119.429357
13116,ACTIVE (ISSUED),420336,KUSH,11834 NE 90TH ST,KIRKLAND,98033,Retailer,0,47.68313,-122.18186
13222,ACTIVE (ISSUED),422324,EL REY DE LA KUSH,3145 MIAN ST,MONITOR,98836,Producer and/or Processor,0,47.493945,-120.434651
13117,PENDING (ISSUED),420338,BIGTROPHY ENTERPRISES,401 RAINER AVE N STE 1,RENTON,98057,Retailer,0,47.485383,-122.197551
13223,ACTIVE (ISSUED),422336,SWEET RELIEF BOUTIQUE,1009 E YAKIMA AVE,YAKIMA,98901,Retailer,0,46.605257,-120.490502
13118,ACTIVE (ISSUED),420382,WASHINGTON O G,5300 17TH AVE NW   STE B,SEATTLE,98107,Retailer,0,47.667394,-122.378548
13224,ACTIVE (ISSUED),422350,SIMPLY CANNABIS,827 E FRANCIS AVE,SPOKANE,99208,Retailer,9619.4,47.715337,-117.396918
13119,ACTIVE (ISSUED),420389,THE JOINT LLC,14325 1ST AVE S   STE B,BURIEN,98168,Retailer,0,47.474851,-122.333929
13225,ACTIVE (ISSUED),422368,PRINCE FARMS,389 BUSINESS PARK LOOP,SEQUIM,98382,Producer and/or Processor,0,48.089605,-123.169861
13120,ACTIVE (ISSUED),420407,THE GREENHOUSE GROUP LLC,355 RAINIER AVE N STE C,RENTON,98057,Retailer,0,47.485383,-122.197551
13226,ACTIVE (ISSUED),422431,HIDDEN JOINT,6620 N MARKET ST STE 100,SPOKANE,99217,Retailer,12356.46,47.718304,-117.364098
13227,ACTIVE (ISSUED),422442,LUCKY LEAF,1111 W 1ST AVE STE A,SPOKANE,99201,Retailer,185364.89,47.656259,-117.428818
13121,ACTIVE (ISSUED),420478,BATSTONE BUD SHOP,933 E JOHNS PRAIRIE RD,SHELTON,98584,Retailer,109894.03,47.241814,-123.100389
13228,ACTIVE (ISSUED),422447,FIRST AND THIRD,21502 E GILBERT RD,OTIS ORCHARDS,99027,Retailer,0,47.70689,-117.117025
13122,PENDING (ISSUED),420497,ENDO,11414 N. NEWPORT HWY,SPOKANE,99218,Retailer,0,47.761248,-117.390697
13123,ACTIVE (ISSUED),420633,THE GREENHOUSE GROUP LLC,355 RAINIER AVE NORTH  STE B,RENTON,98057,Retailer,0,47.485383,-122.197551
13229,ACTIVE (ISSUED),422460,SWEET RELIEF,2947 E HWY 101,PORT ANGELES,98362,Retailer,0,48.104885,-123.378332
13124,ACTIVE (ISSUED),420638,GREEN SOLUTION PLACE,2801 AUBURN WAY S,AUBURN,98092,Retailer,34715.56,47.288117,-122.192401
13230,PENDING (ISSUED),422468,KITSAP CANNABIS,1739 VILLAGE LN SE,PORT ORCHARD,98366,Retailer,0,47.532446,-122.595353
13231,ACTIVE (ISSUED),422507,THE GARDEN,11980 W SUNSET HWY STE A,AIRWAY HEIGHTS,99001,Retailer,0,47.643504,-117.57632
13125,ACTIVE (ISSUED),420661,BUDEEZ,2111 E 11TH ST,BREMERTON,98310,Retailer,44823.38,47.570199,-122.615772
13126,ACTIVE (ISSUED),420666,LTC LLC,5440 CALIFORNIA AVE SW,SEATTLE,98136,Retailer,0,47.552666,-122.386557
13232,ACTIVE (ISSUED),422566,FIVE POINTS OF PIERCE COUNTY LLC,2510 SANDRA AVE,CENTRALIA,98531,Retailer,0,46.745547,-122.998181
13127,ACTIVE (ISSUED),420741,LIVING WELL ENTERPRISES,17730 AMBAUM BLVD S UNIT D,BURIEN,98148,Retailer,0,47.444969,-122.328799
13233,ACTIVE (ISSUED),422572,GREEN2GO,214610 E SR 397,KENNEWICK,99337,Retailer,0,46.169527,-119.050026
13234,ACTIVE (ISSUED),422685,ALON,127 BOUNDARY POINT RD,OROVILLE,98844,Producer and/or Processor,1566,48.995471,-119.464718
13128,ACTIVE (ISSUED),420793,GREEN ZAP,11064 LAKE CITY WAY NE STE 6-A,SEATTLE,98125,Retailer,158600.51,47.710019,-122.300258
13129,ACTIVE (ISSUED),420800,THE JOINT,2119 LINCOLN STREET,BELLINGHAM,98225,Retailer,0,48.758392,-122.462445
13235,ACTIVE (ISSUED),422796,MOUNT VERNON CANNABIS,17929 STATE ROUTE 536,MOUNT VERNON,98273,Retailer,0,48.426918,-122.360193
13130,ACTIVE (ISSUED),420801,THE JOINT,9574 OLD HWY 99 NORTH RD STE B,BURLINGTON,98233,Retailer,175333.6,48.50328,-122.36046
13236,PENDING (ISSUED),422928,PACIFIC GLO LLC,7721 MARSH RD,SNOHOMISH,98296,Producer and/or Processor,0,47.900848,-122.12746
13131,PENDING (ISSUED),420819,POT STOP,4465 FREMONT AVE N,SEATTLE,98103,Retailer,341460.51,47.661258,-122.350316
13237,ACTIVE (ISSUED),422944,CANNABIS CENTRAL,1514 W UNIVERSITY WAY,ELLENSBURG,98926,Retailer,371879.02,46.999552,-120.556014
13132,ACTIVE (ISSUED),420894,THC CONNECTION,11323A HIGHWAY 99,EVERETT,98204,Retailer,0,47.898431,-122.254822
13238,ACTIVE (ISSUED),422951,MODERN CREATIONS,10825 MYERS WAY S STE 200,SEATTLE,98168,Retailer,0,47.506296,-122.332767
13133,ACTIVE (ISSUED),420898,GREENHAND,2424 N MONROE STREET,SPOKANE,99205,Retailer,0,47.680191,-117.426304
13239,ACTIVE (ISSUED),422992,CANNABIS TREE,6620 N MARKET ST SUITE 101,SPOKANE,99217,Retailer,0,47.718304,-117.364098
13240,ACTIVE (ISSUED),422993,SAN JUAN SUN GROWN,625 E EDGEMONT DR,WENATCHEE,98801,Producer and/or Processor,0,47.363652,-120.28522
13134,ACTIVE (ISSUED),420934,THE HAPPY CROP SHOPPE,1210 N WENATCHEE AVE STE J,WENATCHEE,98801,Retailer,0,47.435888,-120.320719
13135,ACTIVE (ISSUED),420941,SPOCANNABIS,120 E MISSION AVE,SPOKANE,99202,Retailer,0,47.672173,-117.41385
13241,PENDING (ISSUED),423000,FIVE STAR TRADING COMPANY,3079 156TH AVE SE,BELLEVUE,98007,Retailer,0,47.582132,-122.134834
13136,ACTIVE (ISSUED),421005,GLOBODYNE,3015 EVERETT AVE,EVERETT,98201,Retailer,164918.41,47.982066,-122.189847
13242,ACTIVE (ISSUED),423036,PACIFIC NORTHWEST CANNABIS COMPANY,282023 HWY 101,PORT TOWNSEND,98368,Retailer,0,47.993426,-122.888448
13137,ACTIVE (ISSUED),421069,THC OF OLYMPIA,3203 MARTIN WAY E  STE D,OLYMPIA,98506,Retailer,40530.55,47.046125,-122.852596
13243,PENDING (ISSUED),423096,THRIVE,927 W 2ND AVE STE 1,SPOKANE,99201,Retailer,0,47.654178,-117.426254
13138,ACTIVE (ISSUED),421083,CANNABIS PROVISIONS INC.,938 N 200TH ST,SHORELINE,98133,Retailer,5465.14,47.774338,-122.346868
